"Game","Date","1","2","3","4","5","6","Additional number","some_1","Some_2"
"1399","29/07/03","2","8","38","40","43","44","31","1","0"
"1398","26/07/03","6","15","18","34","42","45","32","1","0"
"1397","22/07/03","1","3","12","19","22","26","17","1","0"
"1396","19/07/03","3","8","11","18","29","40","37","1","0"
"1395","15/07/03","4","14","33","35","40","42","11","0","0"
"1394","12/07/03","12","13","21","22","28","32","44","0","0"
"1393","08/07/03","1","5","7","11","24","41","9","1","0"
"1392","05/07/03","10","11","18","26","35","36","33","0","0"
"1391","01/07/03","14","22","27","37","42","45","9","0","0"
"1390","28/06/03","7","12","15","35","40","41","39","1","0"
"1389","24/06/03","10","13","29","32","35","44","21","1","0"
"1388","21/06/03","7","11","20","28","35","36","39","1","0"
"1387","17/06/03","18","26","31","35","41","42","22","0","0"
"1386","14/06/03","1","5","26","31","36","43","13","0","0"
"1385","10/06/03","6","9","15","29","34","40","22","0","0"
"1384","07/06/03","5","18","21","28","39","40","26","0","0"
"1383","03/06/03","2","11","16","23","29","36","41","0","0"
"1382","31/05/03","6","12","13","28","35","45","22","3","0"
"1381","27/05/03","19","20","27","38","39","41","28","1","0"
"1380","24/05/03","1","4","14","20","33","43","37","0","0"
"1379","20/05/03","10","12","21","26","32","41","45","0","0"
"1378","17/05/03","14","21","25","32","34","37","2","0","0"
"1377","13/05/03","8","19","25","30","33","42","44","0","0"
"1376","10/05/03","2","11","14","20","28","44","12","1","0"
"1375","07/05/03","1","2","3","11","16","20","18","0","0"
"1374","03/05/03","7","10","17","18","35","40","22","2","0"
"1373","29/04/03","1","4","11","39","40","41","22","0","0"
"1372","26/04/03","2","5","9","15","23","42","18","0","0"
"1371","23/04/03","5","12","13","29","31","37","11","1","0"
"1370","19/04/03","18","21","26","33","40","42","37","0","0"
"1369","15/04/03","14","16","23","34","37","40","18","0","0"
"1368","12/04/03","13","16","20","23","30","42","29","0","0"
"1367","08/04/03","8","19","26","39","41","44","30","0","0"
"1366","05/04/03","5","7","13","19","31","35","23","1","0"
"1365","01/04/03","15","20","23","25","27","28","14","0","0"
"1364","29/03/03","4","5","8","28","40","43","34","1","0"
"1363","25/03/03","1","2","9","12","26","45","8","0","0"
"1362","22/03/03","5","6","7","15","22","30","2","1","0"
"1361","18/03/03","1","11","19","28","35","43","13","0","0"
"1360","15/03/03","15","18","25","27","29","40","2","0","0"
"1359","11/03/03","15","18","24","34","35","45","29","0","0"
"1358","08/03/03","4","5","19","24","27","40","28","0","0"
"1357","04/03/03","2","5","18","30","40","43","44","0","0"
"1356","01/03/03","2","5","10","26","32","39","40","1","0"
"1355","25/02/03","15","16","17","36","38","41","22","1","0"
"1354","22/02/03","8","15","21","27","36","37","44","1","0"
"1353","18/02/03","3","17","19","30","37","41","14","1","0"
"1352","15/02/03","4","7","18","21","30","44","5","1","0"
"1351","11/02/03","25","30","32","34","37","40","39","0","0"
"1350","08/02/03","7","9","23","36","38","41","33","0","0"
"1349","04/02/03","14","20","25","27","35","36","37","2","0"
"1348","01/02/03","6","24","25","27","28","45","42","0","0"
"1347","28/01/03","11","17","24","29","32","36","3","0","0"
"1346","25/01/03","6","9","18","23","30","42","26","0","0"
"1345","21/01/03","14","15","23","24","35","36","12","1","0"
"1344","18/01/03","7","9","15","23","41","43","14","0","0"
"1343","14/01/03","1","2","18","23","24","36","43","1","0"
"1342","11/01/03","11","16","17","20","35","45","31","0","0"
"1341","07/01/03","5","6","12","29","38","45","44","1","0"
"1340","04/01/03","8","17","18","22","31","45","15","1","0"
"1339","31/12/02","2","5","8","24","34","40","44","1","0"
"1338","28/12/02","1","2","5","21","32","41","19","0","0"
"1337","24/12/02","3","13","17","39","43","45","2","0","0"
"1336","21/12/02","15","23","26","29","37","44","36","0","0"
"1335","17/12/02","2","7","23","24","31","37","27","0","0"
"1334","14/12/02","5","9","10","16","24","26","42","1","0"
"1333","10/12/02","4","10","26","31","32","45","41","1","0"
"1332","07/12/02","11","16","19","24","31","44","25","0","0"
"1331","03/12/02","7","8","12","17","31","36","13","0","0"
"1330","30/11/02","8","14","22","28","30","39","11","1","0"
"1329","26/11/02","7","14","15","17","27","43","45","0","0"
"1328","23/11/02","8","17","20","25","28","45","18","0","0"
"1327","19/11/02","6","14","24","28","30","35","39","1","0"
"1326","16/11/02","14","18","28","30","38","39","42","0","0"
"1325","12/11/02","11","19","34","35","37","40","2","0","0"
"1324","09/11/02","8","10","25","28","31","36","44","0","0"
"1323","05/11/02","3","18","20","25","31","35","42","1","0"
"1322","02/11/02","3","13","18","20","21","33","2","1","0"
"1321","29/10/02","7","13","17","22","43","45","35","0","0"
"1320","26/10/02","2","5","10","11","17","35","3","0","0"
"1319","22/10/02","1","13","17","20","37","43","33","0","0"
"1318","19/10/02","2","7","11","17","25","28","29","0","0"
"1317","15/10/02","6","11","17","19","24","36","38","2","0"
"1316","12/10/02","10","13","22","24","35","37","1","0","0"
"1315","08/10/02","1","18","34","35","41","42","2","1","0"
"1314","05/10/02","5","10","22","32","34","37","27","0","0"
"1313","01/10/02","5","9","14","24","30","43","7","0","0"
"1312","28/09/02","8","11","16","21","34","36","17","0","0"
"1311","24/09/02","20","21","24","28","30","35","45","1","0"
"1310","21/09/02","4","6","8","19","36","42","2","0","0"
"1309","17/09/02","12","14","20","22","31","40","19","1","0"
"1308","14/09/02","1","2","7","26","27","32","12","0","0"
"1307","10/09/02","6","8","17","22","31","39","15","1","0"
"1306","08/09/02","12","21","23","26","44","45","11","0","0"
"1305","03/09/02","8","17","19","29","36","37","26","0","0"
"1304","31/08/02","2","9","10","12","18","24","41","1","0"
"1303","27/08/02","12","25","26","28","30","44","41","0","0"
"1302","24/08/02","11","14","18","23","30","39","1","0","0"
"1301","20/08/02","6","8","26","27","32","33","23","0","0"
"1300","17/08/02","6","7","9","19","25","30","27","1","0"
"1299","13/08/02","4","10","18","31","35","40","19","0","0"
"1298","10/08/02","4","8","15","23","31","32","5","1","0"
"1297","06/08/02","2","5","9","12","21","27","20","0","0"
"1296","03/08/02","6","17","29","32","33","38","25","0","0"
"1295","30/07/02","7","9","10","21","22","39","32","1","0"
"1294","27/07/02","4","9","12","16","20","24","14","2","0"
"1293","23/07/02","7","11","16","25","31","38","32","2","0"
"1292","20/07/02","1","17","25","35","38","45","26","1","0"
"1291","16/07/02","8","14","17","24","35","41","25","0","0"
"1290","13/07/02","6","11","14","16","19","33","21","4","0"
"1289","09/07/02","12","14","24","25","34","40","16","0","0"
"1288","06/07/02","3","7","10","24","35","43","20","0","0"
"1287","02/07/02","5","13","19","21","25","32","4","0","0"
"1286","29/06/02","1","11","16","35","38","44","33","0","0"
"1285","25/06/02","10","21","28","30","31","35","19","0","0"
"1284","22/06/02","12","20","31","38","39","43","7","1","0"
"1283","18/06/02","13","17","23","36","37","42","45","0","0"
"1282","15/06/02","21","23","31","33","37","43","30","0","0"
"1281","11/06/02","6","11","13","23","28","44","38","0","0"
"1280","08/06/02","20","22","24","30","32","43","31","0","0"
"1279","04/06/02","7","12","17","21","33","40","45","2","0"
"1278","01/06/02","2","21","32","38","44","45","25","0","0"
"1277","28/05/02","4","6","19","26","29","38","34","2","0"
"1276","25/05/02","16","20","21","27","33","38","2","0","0"
"1275","21/05/02","6","11","12","22","23","27","35","0","0"
"1274","18/05/02","4","5","27","37","42","43","38","0","0"
"1273","14/05/02","2","9","12","19","22","32","14","2","0"
"1272","11/05/02","9","13","17","22","35","44","16","0","0"
"1271","07/05/02","5","26","30","33","34","37","27","0","0"
"1270","04/05/02","7","15","17","18","22","28","4","1","0"
"1269","30/04/02","5","8","11","20","22","27","25","1","0"
"1268","27/04/02","5","11","17","39","40","43","21","0","0"
"1267","23/04/02","9","14","26","31","41","43","29","0","0"
"1266","20/04/02","1","3","7","14","15","44","31","1","0"
"1265","17/04/02","5","6","11","26","34","35","44","0","0"
"1264","13/04/02","1","8","17","24","27","42","13","0","0"
"1263","09/04/02","1","7","26","35","40","44","21","0","0"
"1262","06/04/02","10","37","38","40","43","45","39","1","0"
"1261","03/04/02","5","10","21","25","27","34","23","0","0"
"1260","30/03/02","4","12","19","27","40","43","30","1","0"
"1259","26/03/02","7","8","10","11","18","36","21","0","0"
"1258","23/03/02","2","5","10","15","26","42","7","1","0"
"1257","19/03/02","4","12","13","18","38","45","30","0","0"
"1256","16/03/02","8","18","22","31","39","45","23","0","0"
"1255","12/03/02","3","5","27","35","43","44","23","1","0"
"1254","09/03/02","1","10","14","16","26","37","33","0","0"
"1253","05/03/02","13","18","22","27","29","33","25","1","0"
"1252","02/03/02","8","11","23","36","43","44","33","0","0"
"1251","26/02/02","1","5","11","20","33","43","23","0","0"
"1250","23/02/02","2","6","14","25","30","31","38","3","0"
"1249","19/02/02","1","14","16","20","28","45","19","0","0"
"1248","16/02/02","2","8","14","22","40","41","17","0","0"
"1247","12/02/02","4","11","13","20","43","45","42","0","0"
"1246","09/02/02","6","7","18","20","25","27","29","1","0"
"1245","05/02/02","5","8","18","21","29","37","16","2","0"
"1244","02/02/02","2","8","9","20","28","33","44","0","0"
"1243","29/01/02","8","19","28","35","42","43","30","1","0"
"1242","26/01/02","9","16","21","23","26","44","8","0","0"
"1241","22/01/02","1","5","16","39","42","45","44","1","0"
"1240","19/01/02","6","10","13","19","21","39","27","0","0"
"1239","15/01/02","3","4","9","20","31","45","21","4","0"
"1238","12/01/02","5","22","24","34","40","42","36","1","0"
"1237","08/01/02","2","4","13","16","17","19","38","0","0"
"1236","05/01/02","1","9","15","18","27","34","10","0","0"
"1235","01/01/02","8","10","21","26","41","43","25","1","0"
"1234","29/12/01","2","17","26","30","33","41","31","1","0"
"1233","25/12/01","1","14","33","35","37","44","18","0","0"
"1232","22/12/01","1","6","9","18","27","28","15","2","0"
"1231","18/12/01","1","15","25","33","35","38","13","0","0"
"1230","15/12/01","11","15","23","29","31","37","26","1","0"
"1229","11/12/01","8","15","19","20","27","33","23","1","0"
"1228","08/12/01","2","10","17","19","34","39","14","0","0"
"1227","04/12/01","1","3","7","13","16","24","29","1","0"
"1226","01/12/01","8","19","20","23","36","37","11","0","0"
"1225","27/11/01","1","3","7","18","40","43","33","0","0"
"1224","24/11/01","1","13","22","32","42","43","9","0","0"
"1223","20/11/01","6","9","12","15","23","42","32","1","0"
"1222","17/11/01","4","7","16","17","38","40","22","0","0"
"1221","13/11/01","2","4","15","19","29","42","23","0","0"
"1220","10/11/01","3","8","12","22","31","42","44","0","0"
"1219","06/11/01","2","11","29","34","36","40","38","1","0"
"1218","03/11/01","7","9","15","16","28","34","1","0","0"
"1217","30/10/01","3","16","24","27","31","33","23","2","0"
"1216","27/10/01","14","16","21","22","29","38","6","0","0"
"1215","23/10/01","9","12","30","31","37","44","24","2","0"
"1214","20/10/01","1","4","5","12","34","42","17","0","0"
"1213","16/10/01","2","21","23","25","30","40","27","0","0"
"1212","13/10/01","12","33","36","39","40","42","34","0","0"
"1211","09/10/01","19","26","35","37","41","42","10","0","0"
"1210","06/10/01","8","15","16","19","37","45","26","0","0"
"1209","02/10/01","5","12","26","28","34","39","16","0","0"
"1208","29/09/01","1","9","12","18","19","20","17","1","0"
"1207","25/09/01","8","14","25","36","37","44","16","0","0"
"1206","22/09/01","2","22","23","29","35","44","27","0","0"
"1205","19/09/01","1","4","16","28","33","38","2","0","0"
"1204","15/09/01","2","7","13","22","34","38","16","1","0"
"1203","11/09/01","1","11","15","29","38","43","30","0","0"
"1202","08/09/01","3","9","14","15","17","42","24","1","0"
"1201","04/09/01","4","5","7","13","15","31","34","3","0"
"1200","01/09/01","7","10","12","19","21","28","6","2","0"
"1199","28/08/01","2","17","24","30","31","45","41","0","0"
"1198","25/08/01","21","25","26","31","37","44","38","0","0"
"1197","21/08/01","7","23","29","33","36","45","31","0","0"
"1196","18/08/01","7","21","30","33","34","45","40","0","0"
"1195","14/08/01","6","10","13","17","18","32","35","1","0"
"1194","11/08/01","9","11","25","37","41","43","38","1","0"
"1193","07/08/01","4","5","8","27","36","40","35","0","0"
"1192","04/08/01","1","3","29","34","40","42","7","0","0"
"1191","31/07/01","6","14","15","17","20","37","23","1","0"
"1190","27/07/01","4","6","20","30","33","41","14","1","0"
"1189","24/07/01","4","9","11","21","33","44","5","0","0"
"1188","21/07/01","2","9","12","19","20","25","45","0","0"
"1187","17/07/01","2","7","17","23","25","42","33","0","0"
"1186","14/07/01","2","7","8","19","26","41","12","1","0"
"1185","10/07/01","2","4","5","13","26","32","33","0","0"
"1184","07/07/01","18","21","26","30","42","44","15","0","0"
"1183","03/07/01","8","16","17","26","27","43","1","2","0"
"1182","30/06/01","1","5","7","11","37","45","23","0","0"
"1181","26/06/01","20","24","30","31","37","41","35","0","0"
"1180","23/06/01","2","21","22","33","39","44","25","0","0"
"1179","19/06/01","10","19","22","24","38","42","11","0","0"
"1178","16/06/01","5","8","9","22","24","41","7","1","0"
"1177","12/06/01","4","14","24","31","38","39","17","0","0"
"1176","09/06/01","8","9","13","27","31","41","11","0","0"
"1175","05/06/01","2","11","12","16","40","44","3","0","0"
"1174","02/06/01","3","19","26","27","29","40","35","0","0"
"1173","29/05/01","4","10","13","29","32","43","44","0","0"
"1172","26/05/01","3","6","11","19","33","43","8","1","0"
"1171","22/05/01","6","9","12","23","33","45","41","2","0"
"1170","19/05/01","12","21","27","30","37","44","7","0","0"
"1169","15/05/01","12","19","23","29","31","39","34","0","0"
"1168","12/05/01","4","7","13","18","32","40","28","3","0"
"1167","08/05/01","22","31","34","35","41","44","6","0","0"
"1166","05/05/01","2","4","6","14","21","43","36","0","0"
"1165","01/05/01","9","11","16","18","31","36","42","0","0"
"1164","28/04/01","6","7","12","17","20","37","26","2","0"
"1163","24/04/01","13","19","25","32","40","42","9","0","0"
"1162","21/04/01","4","7","13","15","35","45","8","0","0"
"1161","17/04/01","21","24","27","36","44","45","2","1","0"
"1160","14/04/01","6","13","15","32","44","45","35","0","0"
"1159","10/04/01","17","18","26","33","37","42","1","0","0"
"1158","06/04/01","12","19","22","29","30","41","14","1","0"
"1157","03/04/01","6","22","27","37","42","43","34","0","0"
"1156","31/03/01","4","21","25","30","31","34","2","0","0"
"1155","27/03/01","4","8","12","22","24","45","42","1","0"
"1154","24/03/01","3","6","22","24","28","38","40","1","0"
"1153","20/03/01","7","16","25","26","29","42","37","0","0"
"1152","17/03/01","4","8","10","16","39","40","12","0","0"
"1151","13/03/01","3","4","15","21","23","40","39","1","0"
"1150","10/03/01","2","10","18","25","33","36","41","0","0"
"1149","06/03/01","4","10","25","28","31","41","24","0","0"
"1148","03/03/01","1","13","18","19","39","43","6","0","0"
"1147","27/02/01","3","11","18","28","32","36","40","3","0"
"1146","24/02/01","5","7","30","35","40","44","33","0","0"
"1145","20/02/01","20","35","36","40","43","45","15","0","0"
"1144","17/02/01","1","10","11","39","43","44","25","0","0"
"1143","13/02/01","3","9","11","17","22","24","16","0","0"
"1142","10/02/01","11","16","18","26","30","39","22","1","0"
"1141","06/02/01","22","23","27","30","36","44","21","0","0"
"1140","03/02/01","4","7","11","24","26","38","6","0","0"
"1139","30/01/01","5","10","20","23","24","45","33","2","0"
"1138","27/01/01","12","23","25","29","37","40","19","0","0"
"1137","23/01/01","2","12","16","22","27","32","7","0","0"
"1136","20/01/01","2","4","22","23","32","34","21","0","0"
"1135","16/01/01","8","17","28","32","35","39","5","0","0"
"1134","13/01/01","14","20","26","31","42","45","4","0","0"
"1133","09/01/01","2","5","13","29","30","32","12","1","0"
"1132","06/01/01","3","26","29","40","42","45","16","0","0"
"1131","02/01/01","21","22","23","28","29","43","13","2","0"
"1130","30/12/00","2","8","18","31","33","38","42","0","0"
"1129","26/12/00","2","9","10","11","28","36","27","0","0"
"1128","23/12/00","1","14","21","22","27","44","16","1","0"
"1127","19/12/00","4","9","13","26","34","42","12","0","0"
"1126","16/12/00","2","9","14","35","38","41","5","1","0"
"1125","12/12/00","4","11","12","23","24","44","10","2","0"
"1124","09/12/00","4","12","15","20","24","40","18","0","0"
"1123","05/12/00","25","32","38","40","41","45","9","2","0"
"1122","02/12/00","5","16","32","35","40","43","2","0","0"
"1121","28/11/00","10","13","17","28","34","41","39","0","0"
"1120","25/11/00","15","20","22","36","37","44","38","0","0"
"1119","21/11/00","2","8","16","25","39","41","20","0","0"
"1118","18/11/00","7","9","16","26","32","43","13","0","0"
"1117","14/11/00","2","17","26","29","33","34","37","1","0"
"1116","11/11/00","5","10","16","27","31","44","2","0","0"
"1115","07/11/00","4","8","16","27","35","45","5","0","0"
"1114","04/11/00","1","4","15","22","31","39","7","0","0"
"1113","31/10/00","2","7","8","13","15","29","26","2","0"
"1112","28/10/00","1","3","4","25","29","40","41","1","0"
"1111","24/10/00","3","4","7","24","30","40","28","0","0"
"1110","21/10/00","9","15","19","22","37","44","14","0","0"
"1109","17/10/00","3","8","10","14","21","30","42","1","0"
"1108","14/10/00","16","21","25","27","35","36","32","0","0"
"1107","10/10/00","12","22","24","33","36","43","4","0","0"
"1106","07/10/00","7","9","11","12","28","37","45","1","0"
"1105","03/10/00","9","22","26","29","30","41","16","0","0"
"1104","01/10/00","2","20","24","35","36","43","34","0","0"
"1103","26/09/00","6","8","17","18","39","42","1","1","0"
"1102","23/09/00","8","9","24","29","30","32","4","2","0"
"1101","19/09/00","2","4","12","36","37","41","38","1","0"
"1100","16/09/00","3","5","8","18","29","37","39","0","0"
"1099","12/09/00","8","13","19","28","41","43","27","0","0"
"1098","09/09/00","1","6","14","22","31","35","16","1","0"
"1097","05/09/00","12","15","16","18","33","40","43","1","0"
"1096","02/09/00","1","5","6","8","15","16","11","2","0"
"1095","29/08/00","2","3","22","23","36","45","21","1","0"
"1094","26/08/00","3","14","18","25","31","35","41","1","0"
"1093","22/08/00","16","21","22","23","25","28","31","1","0"
"1092","19/08/00","2","3","10","25","32","36","18","0","0"
"1091","15/08/00","4","12","16","29","32","43","3","2","0"
"1090","12/08/00","2","17","18","21","27","41","19","3","0"
"1089","08/08/00","12","20","23","33","35","43","41","2","0"
"1088","05/08/00","2","6","30","38","39","44","36","0","0"
"1087","01/08/00","7","15","22","30","36","44","35","1","0"
"1086","29/07/00","8","28","32","33","39","40","14","0","0"
"1085","25/07/00","4","11","30","31","34","42","5","0","0"
"1084","22/07/00","1","10","18","27","40","43","36","0","0"
"1083","18/07/00","5","12","16","19","38","44","26","1","0"
"1082","15/07/00","15","22","26","35","37","38","43","0","0"
"1081","11/07/00","1","8","9","20","24","42","21","0","0"
"1080","08/07/00","6","13","31","32","33","37","10","2","0"
"1079","04/07/00","1","20","21","39","44","48","30","0","0"
"1078","27/06/00","13","18","19","20","40","42","32","2","0"
"1077","20/06/00","20","35","36","37","40","49","12","0","0"
"1076","13/06/00","5","10","11","16","25","46","40","3","0"
"1075","06/06/00","4","6","16","21","26","33","43","0","0"
"1074","30/05/00","5","7","8","17","39","42","43","0","0"
"1073","23/05/00","1","5","8","32","34","40","44","0","0"
"1072","16/05/00","5","12","15","29","41","49","13","1","0"
"1071","11/05/00","12","21","24","27","31","37","42","0","0"
"1070","03/05/00","1","4","9","26","35","41","10","0","0"
"1069","27/04/00","9","12","24","25","38","40","18","0","0"
"1068","18/04/00","4","12","13","24","34","49","39","0","0"
"1067","11/04/00","3","4","10","15","17","25","26","1","0"
"1066","04/04/00","12","16","29","38","40","45","24","0","0"
"1065","28/03/00","1","4","19","27","34","35","28","0","0"
"1064","21/03/00","5","21","27","29","43","45","7","0","0"
"1063","14/03/00","9","12","25","37","43","44","48","1","0"
"1062","07/03/00","2","10","30","31","44","46","24","0","0"
"1061","29/02/00","14","20","21","34","42","48","6","1","0"
"1060","22/02/00","3","13","14","15","28","29","19","5","0"
"1059","15/02/00","11","13","31","38","39","44","19","0","0"
"1058","08/02/00","2","11","20","26","44","47","1","0","0"
"1057","01/02/00","3","7","10","12","22","23","29","1","0"
"1056","25/01/00","7","10","16","26","42","49","3","0","0"
"1055","18/01/00","4","11","20","24","30","31","37","1","0"
"1054","11/01/00","1","4","14","22","34","37","21","0","0"
"1053","04/01/00","27","29","32","37","43","45","30","0","0"
"1052","28/12/99","2","9","10","16","37","48","40","0","0"
"1051","21/12/99","11","13","17","21","26","35","48","0","0"
"1050","14/12/99","14","17","24","34","40","46","32","1","0"
"1049","07/12/99","1","3","11","14","23","33","8","3","0"
"1048","30/11/99","7","8","16","36","45","46","25","1","0"
"1047","23/11/99","1","30","32","34","41","48","28","0","0"
"1046","16/11/99","5","9","35","39","40","42","26","0","0"
"1045","09/11/99","13","18","26","29","37","48","42","2","0"
"1044","02/11/99","13","14","23","27","37","44","46","0","0"
"1043","26/10/99","2","7","10","19","44","47","39","1","0"
"1042","19/10/99","25","26","28","46","48","49","30","1","0"
"1041","12/10/99","4","12","23","32","43","47","45","1","0"
"1040","05/10/99","5","13","44","45","46","48","6","1","0"
"1039","28/09/99","15","18","20","22","31","41","21","0","0"
"1038","21/09/99","9","21","28","32","38","45","15","0","0"
"1037","14/09/99","16","18","24","28","40","44","3","1","0"
"1036","07/09/99","5","11","18","25","31","47","37","1","0"
"1035","31/08/99","5","19","22","29","46","48","24","0","0"
"9934","24/08/99","7","12","20","31","38","43","34","0","0"
"9933","17/08/99","7","16","22","33","40","49","30","0","0"
"9932","10/08/99","3","10","21","27","34","44","32","1","0"
"9931","03/08/99","11","14","16","24","26","35","10","1","0"
"9930","27/07/99","6","8","9","16","46","47","1","3","0"
"9929","20/07/99","19","33","42","43","48","49","7","0","0"
"9928","13/07/99","8","9","12","13","25","45","47","0","0"
"9927","06/07/99","5","9","17","21","38","47","12","2","0"
"9926","29/06/99","2","7","31","36","48","49","14","1","0"
"9925","22/06/99","2","13","14","44","48","49","42","0","0"
"9924","15/06/99","16","17","27","28","32","46","5","0","0"
"9923","08/06/99","6","7","28","32","44","49","22","1","0"
"9922","01/06/99","14","24","29","30","32","38","3","2","0"
"9921","25/05/99","1","15","29","30","38","46","43","0","0"
"9920","18/05/99","15","26","29","34","40","47","14","0","0"
"9919","11/05/99","4","5","7","37","43","44","13","0","0"
"9918","04/05/99","7","10","11","25","26","42","23","1","0"
"9917","27/04/99","4","17","29","41","43","48","1","2","0"
"9916","21/04/99","18","20","21","24","32","35","19","0","0"
"9915","13/04/99","1","10","11","20","28","34","45","0","0"
"9914","07/04/99","2","8","18","23","24","29","19","0","0"
"9913","30/03/99","2","17","22","33","37","38","21","1","0"
"9912","23/03/99","11","24","32","38","44","47","43","0","0"
"9911","16/03/99","4","7","18","25","33","39","41","0","0"
"9910","09/03/99","2","3","18","21","23","47","14","1","0"
"9909","02/03/99","2","4","13","21","24","26","9","0","0"
"9908","23/02/99","1","16","17","30","35","43","33","0","0"
"9907","16/02/99","5","12","16","39","43","48","34","0","0"
"9906","09/02/99","6","7","11","24","40","47","2","1","0"
"9905","02/02/99","1","5","10","15","26","37","47","4","0"
"9904","26/01/99","1","7","33","37","46","48","45","0","0"
"9903","19/01/99","7","13","14","34","42","46","3","0","0"
"9902","12/01/99","18","19","20","29","32","33","45","0","0"
"9901","05/01/99","3","9","12","13","17","32","37","3","0"
"9851","29/12/98","3","9","30","35","44","49","8","0","0"
"9850","22/12/98","29","35","42","44","47","49","31","0","0"
"9849","15/12/98","3","6","28","32","34","40","8","1","0"
"9848","08/12/98","8","9","13","22","35","49","19","0","0"
"9847","01/12/98","14","17","24","28","38","44","41","0","0"
"9846","24/11/98","2","8","18","22","38","39","5","1","0"
"9845","17/11/98","12","20","21","28","29","49","13","0","0"
"9844","10/11/98","10","17","19","34","45","48","7","1","0"
"9843","04/11/98","8","12","14","32","39","46","2","0","0"
"9842","27/10/98","7","12","16","23","35","37","43","0","0"
"9841","20/10/98","10","21","25","26","31","44","37","0","0"
"9840","14/10/98","11","20","32","34","44","47","39","0","0"
"9839","07/10/98","2","22","29","32","37","44","20","3","0"
"9838","24/09/98","1","6","21","35","39","40","4","0","0"
"9837","15/09/98","6","16","23","33","39","42","43","0","0"
"9836","08/09/98","3","20","25","29","40","42","27","0","0"
"9835","01/09/98","1","4","9","12","24","26","36","3","0"
"9834","25/08/98","1","8","23","33","42","47","5","1","0"
"9833","18/08/98","8","13","22","31","39","44","18","1","0"
"9832","11/08/98","4","5","14","26","34","41","16","0","0"
"9831","04/08/98","5","20","28","32","33","36","49","0","0"
"9830","28/07/98","8","10","12","23","27","31","18","5","0"
"9829","21/07/98","3","17","25","27","33","49","29","0","0"
"9828","14/07/98","3","8","11","15","36","39","17","1","0"
"9827","07/07/98","8","10","22","36","42","45","29","0","0"
"9826","30/06/98","1","11","29","30","38","48","9","0","0"
"9825","23/06/98","3","10","12","14","33","42","31","3","0"
"9824","16/06/98","13","15","20","23","46","49","17","0","0"
"9823","09/06/98","1","24","28","31","33","34","6","0","0"
"9822","02/06/98","5","6","26","30","31","43","9","0","0"
"9821","26/05/98","11","12","13","20","26","28","43","1","0"
"9820","19/05/98","9","13","14","16","35","39","1","1","0"
"9819","12/05/98","1","9","18","23","39","46","27","0","0"
"9818","05/05/98","2","20","24","31","36","42","19","2","0"
"9817","27/04/98","6","12","15","25","32","46","10","0","0"
"9816","21/04/98","4","11","23","24","25","40","20","1","0"
"9815","14/04/98","23","24","38","39","40","49","12","0","0"
"9814","07/04/98","7","12","27","28","30","45","34","1","0"
"9813","02/04/98","12","16","18","19","20","22","40","3","0"
"9812","24/03/98","2","13","16","25","28","30","44","0","0"
"9811","17/03/98","1","16","24","29","30","32","12","0","0"
"9810","10/03/98","11","23","24","32","38","46","20","0","0"
"9809","03/03/98","1","6","19","20","33","45","37","1","0"
"9808","24/02/98","6","9","14","20","23","32","49","1","0"
"9807","17/02/98","3","13","30","35","38","39","23","0","0"
"9806","10/02/98","6","25","27","44","45","49","19","1","0"
"9805","03/02/98","17","19","25","30","36","39","20","0","0"
"9804","27/01/98","13","26","28","29","31","44","24","0","0"
"9803","20/01/98","10","11","15","21","27","43","30","1","0"
"9802","13/01/98","6","7","10","13","16","44","47","0","0"
"9801","06/01/98","10","16","20","24","27","43","6","0","0"
"9752","30/12/97","11","15","17","31","38","46","33","1","0"
"9751","23/12/97","13","15","16","31","48","49","46","1","0"
"9750","16/12/97","12","16","23","32","34","49","5","0","0"
"9749","09/12/97","9","11","26","35","37","46","15","1","0"
"9748","02/12/97","2","8","17","25","30","35","11","0","0"
"9747","25/11/97","7","14","33","36","40","41","47","1","0"
"9746","18/11/97","13","19","23","25","27","37","15","1","0"
"9745","13/11/97","11","19","22","26","43","46","1","0","0"
"9744","04/11/97","1","4","16","17","32","45","20","1","0"
"9743","28/10/97","9","10","11","20","32","35","34","1","0"
"9742","21/10/97","11","15","33","35","38","39","26","2","0"
"9741","14/10/97","4","6","9","41","43","48","16","0","0"
"9740","09/10/97","6","7","31","32","34","44","40","3","0"
"9739","30/09/97","4","9","11","13","45","46","33","0","0"
"9738","23/09/97","9","11","21","35","36","49","16","0","0"
"9737","16/09/97","21","22","29","31","34","43","13","0","0"
"9736","09/09/97","11","19","24","27","42","48","8","2","0"
"9735","02/09/97","3","19","20","37","45","49","15","1","0"
"9734","26/08/97","2","7","26","36","37","38","12","0","0"
"9733","19/08/97","22","23","27","37","38","44","32","1","0"
"9732","13/08/97","1","12","19","25","30","49","31","0","0"
"9731","05/08/97","1","9","24","28","42","48","5","0","0"
"9730","31/07/97","8","21","31","36","40","47","41","2","0"
"9729","22/07/97","3","10","15","18","31","48","27","0","0"
"9728","15/07/97","7","30","37","44","47","48","34","0","0"
"9727","08/07/97","1","7","16","21","22","49","48","1","0"
"9726","01/07/97","13","25","27","29","39","49","10","0","0"
"9725","24/06/97","4","11","14","23","25","40","42","3","0"
"9724","17/06/97","1","19","21","25","28","37","11","0","0"
"9723","12/06/97","10","13","18","20","36","46","34","0","0"
"9722","03/06/97","6","22","26","29","33","37","11","1","0"
